"gene_id","accession"
"307","NP_001144"
"308","NM_001154"
"308","NP_001145"
"309","NM_001155"
"309","NM_001193544"
"309","NM_004033"
"309","NP_001146"
"309","NP_001180473"
"310","NM_001156"
"310","NM_004034"
"310","NP_001147"
"310","NP_004025"
"311","NM_001157"
"311","NM_145868"
"311","NM_145869"
"311","NP_001148"
"311","NP_665875"
"311","NP_665876"
"312","NM_001003954"
"312","NM_004306"
"312","NP_001003954"
"312","NP_004297"
"313","NM_001177506"
"313","NM_001177507"
"313","NM_001637"
"313","NP_001170977"
"313","NP_001170978"
"313","NP_001628"
"314","NM_001158"
"314","NM_009590"
"314","NP_001149"
"314","NP_033720"
"316","NM_001159"
"316","NP_001150"
"317","NM_001160"
"317","NM_013229"
"317","NM_181861"
"317","NM_181868"
"317","NM_181869"
"317","NP_001151"
"317","NP_037361"
"317","NP_863651"
"317","NP_863658"
"317","NP_863659"
"318","NM_001161"
"318","NM_001244390"
"318","NM_147172"
"318","NM_147173"
"318","NP_001152"
"318","NP_001231319"
"318","NP_671701"
"318","NP_671702"
"319","NM_001638"
"319","NP_001629"
"320","NM_001163"
"320","NP_001154"
"321","NM_001130414"
"321","NM_005503"
"321","NP_001123886"
"321","NP_005494"
"322","NM_001164"
"322","NM_001257319"
"322","NM_001257320"
"322","NM_001257321"
"322","NM_001257322"
"322","NM_001257323"
"322","NM_001257324"
"322","NM_001257325"
"322","NM_001257326"
"322","NM_145689"
"322","NP_001155"
"322","NP_001244248"
"322","NP_001244249"
"322","NP_001244250"
"322","NP_001244251"
"322","NP_001244252"
"322","NP_001244253"
"322","NP_001244254"
"322","NP_001244255"
"322","NP_663722"
"322","NR_047512"
"323","NM_001166050"
"323","NM_001166051"
"323","NM_001166052"
"323","NM_001166053"
"323","NM_001166054"
"323","NM_004307"
"323","NM_173075"
"323","NP_001159522"
"323","NP_001159523"
"323","NP_001159524"
"323","NP_001159525"
"323","NP_001159526"
"323","NP_004298"
"323","NP_775098"
"324","NM_000038"
"324","NM_001127510"
"324","NM_001127511"
"324","NP_000029"
"324","NP_001120982"
"324","NP_001120983"
"325","NM_001639"
"325","NP_001630"
"326","NM_000383"
"326","NM_000658"
"326","NM_000659"
"326","NP_000374"
"327","NM_001640"
"327","NP_001631"
"328","NM_001244249"
"328","NM_001641"
"328","NM_080648"
"328","NM_080649"
"328","NP_001231178"
"328","NP_001632"
"328","NP_542379"
"328","NP_542380"
"329","NM_001166"
"329","NM_001256163"
"329","NM_001256166"
"329","NP_001157"
"329","NP_001243092"
"329","NP_001243095"
"330","NM_001165"
"330","NM_182962"
"330","NP_001156"
"330","NP_892007"
"331","NM_001167"
"331","NM_001204401"
"331","NP_001158"
"331","NP_001191330"
"331","NR_037916"
"332","NM_001012270"
"332","NM_001012271"
"332","NM_001168"
"332","NP_001012270"
"332","NP_001012271"
"332","NP_001159"
"333","NM_001024807"
"333","NM_005166"
"333","NP_001019978"
"333","NP_005157"
"334","NM_001142276"
"334","NM_001142277"
"334","NM_001142278"
"334","NM_001243299"
"334","NM_001642"
"334","NP_001135748"
"334","NP_001135749"
"334","NP_001135750"
"334","NP_001230228"
"334","NP_001633"
"334","NR_024515"
"334","NR_024516"
"335","NM_000039"
"335","NP_000030"
"336","NM_001643"
"336","NP_001634"
"337","NM_000482"
"337","NP_000473"
"338","NM_000384"
"338","NP_000375"
"339","NM_001644"
"339","NM_005889"
"339","NP_001635"
"341","NM_001645"
"341","NP_001636"
"342","NR_028412"
"342","NR_028413"
"342","NR_028414"
"343","NM_001169"
"343","NP_001160"
"344","NM_000483"
"344","NP_000474"
"345","NM_000040"
"345","NP_000031"
"346","NM_001646"
"346","NP_001637"
"347","NM_001647"
"347","NP_001638"
"348","NM_000041"
"348","NP_000032"
"350","NM_000042"
"350","NP_000033"
"351","NM_000484"
"351","NM_001136016"
"351","NM_001136129"
"351","NM_001136130"
"351","NM_001136131"
"351","NM_001204301"
"351","NM_001204302"
"351","NM_001204303"
"351","NM_201413"
"351","NM_201414"
"351","NP_000475"
"351","NP_001129488"
"351","NP_001129601"
"351","NP_001129602"
"351","NP_001129603"
"351","NP_001191230"
"351","NP_001191231"
"351","NP_001191232"
"351","NP_958816"
"351","NP_958817"
"353","NM_000485"
"353","NM_001030018"
"353","NP_000476"
"353","NP_001025189"
"354","NM_001030047"
"354","NM_001030048"
"354","NM_001030049"
"354","NM_001030050"
"354","NM_001648"
"354","NP_001025218"
"354","NP_001025219"
"354","NP_001025221"
"354","NP_001639"
"355","NM_000043"
"355","NM_152871"
"355","NM_152872"
"355","NM_152873"
"355","NM_152874"
"355","NM_152875"
"355","NM_152876"
"355","NM_152877"
"355","NP_000034"
"355","NP_690610"
"355","NP_690611"
"355","NR_028033"
"355","NR_028034"
"355","NR_028035"
"355","NR_028036"
"356","NM_000639"
"356","NP_000630"
"357","NM_001649"
"357","NP_001640"
"358","NM_000385"
"358","NM_001185060"
"358","NM_001185061"
"358","NM_001185062"
"358","NM_198098"
"358","NP_001171989"
"358","NP_001171990"
"358","NP_001171991"
"358","NP_932766"
"359","NM_000486"
"359","NP_000477"
"360","NM_004925"
"360","NP_004916"
"361","NM_001650"
"361","NM_004028"
"361","NP_001641"
"361","NP_004019"
"362","NM_001651"
"362","NP_001642"
"363","NM_001652"
"363","NM_053286"
"363","NP_001643"
"364","NM_001170"
"364","NP_001161"
"366","NM_020980"
"366","NP_066190"
"367","NM_000044"
"367","NM_001011645"
"367","NP_000035"
"367","NP_001011645"
"368","NM_001079528"
"368","NM_001171"
"368","NP_001072996"
"368","NP_001162"
"369","NM_001256196"
"369","NM_001256197"
"369","NM_001654"
"369","NP_001243125"
"369","NP_001243126"
"369","NP_001645"
"372","NM_001142281"
"372","NM_001655"
"372","NP_001135753"
"372","NP_001646"
"373","NM_001656"
"373","NM_033227"
"373","NM_033228"
"373","NP_001647"
"373","NP_150230"
"373","NP_150231"
"374","NM_001657"
"374","NP_001648"
"375","NM_001024226"
"375","NM_001024227"
"375","NM_001024228"
"375","NM_001658"
"375","NP_001019397"
"375","NP_001019398"
"375","NP_001019399"
"375","NP_001649"
"377","NM_001659"
"377","NP_001650"
"378","NM_001660"
"378","NP_001651"
"379","NM_001661"
"379","NP_001652"
"381","NM_001662"
"381","NP_001653"
"382","NM_001663"
"382","NP_001654"
"383","NM_000045"
"383","NM_001244438"
"383","NP_000036"
"383","NP_001231367"
"384","NM_001172"
"384","NP_001163"
"387","NM_001664"
"387","NP_001655"
"388","NM_004040"
"388","NP_004031"
"389","NM_001042678"
"389","NM_001042679"
"389","NM_175744"
"389","NP_001036143"
"389","NP_001036144"
"389","NP_786886"
"390","NM_001254738"
"390","NM_005168"
"390","NP_001241667"
"390","NP_005159"
"391","NM_001665"
"391","NP_001656"
"392","NM_004308"
"392","NP_004299"
"393","NM_001164741"
"393","NM_001666"
"393","NP_001158213"
"393","NP_001657"
"394","NM_001030055"
"394","NM_001173"
"394","NP_001025226"
"394","NP_001164"
"395","NM_001174"
"395","NM_006125"
"395","NM_013422"
"395","NM_013423"
"395","NM_013427"
"395","NP_006116"
"395","NP_038267"
"395","NP_038286"
"396","NM_001185077"
"396","NM_001185078"
"396","NM_004309"
"396","NP_001172006"
"396","NP_001172007"
"396","NP_004300"
"397","NM_001175"
"397","NP_001166"
"398","NM_001176"
"398","NP_001167"
"399","NM_004310"
"399","NP_004301"
"400","NM_001177"
"400","NP_001168"
"401","NM_005169"
"401","NP_005160"
"402","NM_001199745"
"402","NM_001667"
"402","NP_001186674"
"402","NP_001658"
"403","NM_004311"
"403","NP_004302"
"405","NM_001197325"
"405","NM_001668"
"405","NM_178426"
"405","NM_178427"
"405","NP_001184254"
"405","NP_001659"
"405","NP_848514"
"406","NM_001030272"
"406","NM_001030273"
"406","NM_001178"
"406","NP_001025443"
"406","NP_001025444"
"406","NP_001169"
"407","NM_004312"
"407","NP_004303"
"408","NM_004041"
"408","NM_020251"
"408","NP_004032"
"408","NP_064647"
"409","NM_001257328"
"409","NM_001257329"
"409","NM_001257330"
"409","NM_001257331"
"409","NM_004313"
"409","NM_199004"
"409","NP_001244257"
"409","NP_001244258"
"409","NP_001244259"
"409","NP_001244260"
"409","NP_004304"
"409","NP_945355"
"409","NR_047516"
"410","NM_000487"
"410","NM_001085425"
"410","NM_001085426"
"410","NM_001085427"
"410","NM_001085428"
"410","NP_000478"
"410","NP_001078894"
"410","NP_001078895"
"410","NP_001078896"
"410","NP_001078897"
"411","NM_000046"
"411","NM_198709"
"411","NP_000037"
"411","NP_942002"
"412","NM_000351"
"412","NP_000342"
"414","NM_001669"
"414","NM_009589"
"414","NP_001660"
"415","NM_000047"
"415","NP_000038"
"416","NM_001201538"
"416","NM_001201539"
"416","NM_004042"
"416","NP_001188467"
