"gene_id","accession"
"24896","NM_001024823"
"24896","NM_001159653"
"24896","NM_001159656"
"24896","NM_019132"
"24896","NM_021845"
"24896","NP_001019994"
"24896","NP_001153125"
"24896","NP_001153128"
"24896","NP_062005"
"24896","NP_068617"
"24898","NM_012694"
"24898","NP_036826"
"24899","NM_031536"
"24899","NP_113724"
"24902","NM_012695"
"24902","NP_036827"
"24903","NM_012696"
"24903","NP_036828"
"24903","XM_003752525"
"24903","XP_003752573"
"24904","NM_012697"
"24904","NP_036829"
"24906","NM_031537"
"24906","NP_113725"
"24907","NM_001005244"
"24907","NM_001005246"
"24907","NM_012698"
"24907","NP_001005244"
"24907","NP_001005246"
"24907","NP_036830"
"24908","NM_012699"
"24908","NP_036831"
"24912","NM_131903"
"24912","NM_133616"
"24912","NP_571978"
"24913","NM_017060"
"24913","NP_058756"
"24914","NM_017061"
"24914","NP_058757"
"24915","NM_017062"
"24915","NP_058758"
"24916","NM_138613"
"24916","NP_619516"
"24917","NM_017063"
"24917","NP_058759"
"24918","NM_017064"
"24918","NP_058760"
"24919","NM_173290"
"24919","NP_775412"
"24922","NM_017065"
"24922","NP_058761"
"24923","NM_012700"
"24923","NP_036832"
"24924","NM_017066"
"24924","NP_058762"
"24925","NM_012701"
"24925","NP_036833"
"24926","NM_012702"
"24926","NP_036834"
"24929","NM_012704"
"24929","NP_036836"
"24930","NM_031538"
"24930","NP_113726"
"24931","NM_031539"
"24931","NP_113727"
"24932","NM_012705"
"24932","NP_036837"
"24933","NM_173291"
"24933","NP_775413"
"24934","NM_133512"
"24934","NP_598196"
"24936","NM_053018"
"24936","NP_444177"
"24937","NM_052802"
"24937","NP_434689"
"24938","NM_012706"
"24938","NP_036838"
"24941","NM_052803"
"24941","NP_434690"
"24942","NM_017067"
"24942","NP_058763"
"24943","NM_030990"
"24943","NP_112252"
"24944","NM_017068"
"24944","NP_058764"
"24946","NM_031540"
"24946","NP_113728"
"24947","NM_017069"
"24947","NP_058765"
"24948","NM_052804"
"24948","NP_434691"
"24949","NM_001110782"
"24949","NM_019133"
"24949","NP_001104252"
"24949","NP_062006"
"24950","NM_017070"
"24950","NP_058766"
"24952","NM_012707"
"24952","NP_036839"
