gene,edge,net
K03382,mirnetedge_0357,ko01100
K03383,mirnetedge_0359,ko01100
K03388,mirnetedge_0337,ko01100
K03391,mirnetedge_0184,ko01100
K03394,mirnetedge_0584,ko01100
K03394,mirnetedge_0589,ko01100
K03399,mirnetedge_0596,ko01100
K03399,mirnetedge_0597,ko01100
K03403,mirnetedge_0552,ko01100
K03428,mirnetedge_0553,ko01100
K03429,mirnetedge_1079,ko01100
K03430,mirnetedge_0884,ko01100
K03431,mirnetedge_1034,ko01100
K03462,mirnetedge_0550,ko01100
K03464,mirnetedge_0216,ko01100
K03472,mirnetedge_0724,ko01100
K03473,mirnetedge_0723,ko01100
K03474,mirnetedge_0720,ko01100
K03476,mirnetedge_0941,ko01100
K03517,mirnetedge_0547,ko01100
K03526,mirnetedge_1093,ko01100
K03527,mirnetedge_1092,ko01100
K03707,mirnetedge_0762,ko01100
K03707,mirnetedge_0763,ko01100
K03715,mirnetedge_1084,ko01100
K03735,mirnetedge_1090,ko01100
K03785,mirnetedge_0888,ko01100
K03800,mirnetedge_1100,ko01100
K03848,mirnetedge_1056,ko01100
K03851,mirnetedge_0796,ko01100
K03918,mirnetedge_0436,ko01100
K03918,mirnetedge_0812,ko01100
K04020,mirnetedge_0867,ko01100
K04034,mirnetedge_0554,ko01100
K04036,mirnetedge_0555,ko01100
K04040,mirnetedge_0559,ko01100
K04042,mirnetedge_1033,ko01100
K04098,mirnetedge_0165,ko01100
K04098,mirnetedge_0296,ko01100
K04102,mirnetedge_0163,ko01100
K04103,mirnetedge_0831,ko01100
K04107,mirnetedge_0305,ko01100
K04110,mirnetedge_0273,ko01100
K04112,mirnetedge_0274,ko01100
K04120,mirnetedge_0096,ko01100
K04121,mirnetedge_0097,ko01100
K04122,mirnetedge_0098,ko01100
K04123,mirnetedge_0099,ko01100
K04126,mirnetedge_0439,ko01100
K04127,mirnetedge_0440,ko01100
K04283,mirnetedge_0503,ko01100
K04283,mirnetedge_0505,ko01100
K04487,mirnetedge_0749,ko01100
K04713,mirnetedge_1086,ko01100
K04713,mirnetedge_1087,ko01100
K04719,mirnetedge_0572,ko01100
K04835,mirnetedge_0461,ko01100
K05277,mirnetedge_0607,ko01100
K05278,mirnetedge_0602,ko01100
K05278,mirnetedge_0604,ko01100
K05280,mirnetedge_0603,ko01100
K05280,mirnetedge_0605,ko01100
K05280,mirnetedge_0716,ko01100
K05282,mirnetedge_0100,ko01100
K05306,mirnetedge_0883,ko01100
K05308,mirnetedge_0999,ko01100
K05343,mirnetedge_1047,ko01100
K05351,mirnetedge_0951,ko01100
K05362,mirnetedge_1042,ko01100
K05394,mirnetedge_0356,ko01100
K05526,mirnetedge_0484,ko01100
K05528,mirnetedge_1054,ko01100
K05549,mirnetedge_0186,ko01100
K05549,mirnetedge_0189,ko01100
K05549,mirnetedge_0222,ko01100
K05549,mirnetedge_0243,ko01100
K05549,mirnetedge_0264,ko01100
K05549,mirnetedge_0287,ko01100
K05549,mirnetedge_0316,ko01100
K05602,mirnetedge_0906,ko01100
K05783,mirnetedge_0187,ko01100
K05783,mirnetedge_0188,ko01100
K05783,mirnetedge_0244,ko01100
K05783,mirnetedge_0265,ko01100
K05783,mirnetedge_0286,ko01100
K05783,mirnetedge_0317,ko01100
K05797,mirnetedge_0309,ko01100
K05822,mirnetedge_0456,ko01100
K05823,mirnetedge_0454,ko01100
K05827,mirnetedge_0434,ko01100
K05828,mirnetedge_0432,ko01100
K05828,mirnetedge_0468,ko01100
K05829,mirnetedge_0470,ko01100
K05830,mirnetedge_0428,ko01100
K05830,mirnetedge_0435,ko01100
K05830,mirnetedge_0471,ko01100
K05831,mirnetedge_0429,ko01100
K05831,mirnetedge_0466,ko01100
K05831,mirnetedge_0472,ko01100
K05894,mirnetedge_1062,ko01100
K05895,mirnetedge_0579,ko01100
K05895,mirnetedge_0595,ko01100
K05898,mirnetedge_0224,ko01100
K05928,mirnetedge_0121,ko01100
K05928,mirnetedge_0122,ko01100
K05933,mirnetedge_0481,ko01100
K05934,mirnetedge_0582,ko01100
K05934,mirnetedge_0591,ko01100
K05936,mirnetedge_0581,ko01100
K05936,mirnetedge_0592,ko01100
K06041,mirnetedge_0987,ko01100
K06042,mirnetedge_0577,ko01100
K06042,mirnetedge_0598,ko01100
K06123,mirnetedge_1067,ko01100
K06123,mirnetedge_1068,ko01100
K06151,mirnetedge_1000,ko01100
K06443,mirnetedge_0029,ko01100
K06443,mirnetedge_0033,ko01100
K06443,mirnetedge_0034,ko01100
K06444,mirnetedge_0028,ko01100
K06444,mirnetedge_0038,ko01100
K06444,mirnetedge_0039,ko01100
K06446,mirnetedge_0170,ko01100
K06447,mirnetedge_0485,ko01100
K06718,mirnetedge_0447,ko01100
K06879,mirnetedge_0742,ko01100
K06920,mirnetedge_0743,ko01100
K06982,mirnetedge_0647,ko01100
K07127,mirnetedge_0789,ko01100
K07173,mirnetedge_0467,ko01100
K07251,mirnetedge_0764,ko01100
K07384,mirnetedge_0076,ko01100
K07385,mirnetedge_0079,ko01100
K07537,mirnetedge_0275,ko01100
K07538,mirnetedge_0276,ko01100
K07539,mirnetedge_0277,ko01100
K07540,mirnetedge_0283,ko01100
K07543,mirnetedge_0282,ko01100
K07545,mirnetedge_0281,ko01100
K07546,mirnetedge_0280,ko01100
K07547,mirnetedge_0279,ko01100
K07549,mirnetedge_0278,ko01100
K07824,mirnetedge_0300,ko01100
K07824,mirnetedge_0307,ko01100
K08081,mirnetedge_0510,ko01100
K08096,mirnetedge_0740,ko01100
K08116,mirnetedge_0191,ko01100
K08232,mirnetedge_0939,ko01100
K08246,mirnetedge_0133,ko01100
K08322,mirnetedge_0964,ko01100
K08351,mirnetedge_0486,ko01100
K08679,mirnetedge_1009,ko01100
K08680,mirnetedge_0640,ko01100
K08687,mirnetedge_0534,ko01100
K08688,mirnetedge_0533,ko01100
K08689,mirnetedge_0236,ko01100
K08690,mirnetedge_0237,ko01100
K08710,mirnetedge_0358,ko01100
K09011,mirnetedge_0893,ko01100
K09011,mirnetedge_0894,ko01100
K09018,mirnetedge_0933,ko01100
K09020,mirnetedge_0934,ko01100
K09021,mirnetedge_0935,ko01100
K09023,mirnetedge_0799,ko01100
K09023,mirnetedge_0936,ko01100
K09065,mirnetedge_0529,ko01100
K09065,mirnetedge_0530,ko01100
K09459,mirnetedge_0882,ko01100
K09470,mirnetedge_0519,ko01100
K09471,mirnetedge_0520,ko01100
K09472,mirnetedge_0521,ko01100
K09473,mirnetedge_0522,ko01100
K09480,mirnetedge_1085,ko01100
K09587,mirnetedge_0140,ko01100
K09587,mirnetedge_0149,ko01100
K09589,mirnetedge_0142,ko01100
K09589,mirnetedge_0151,ko01100
K09590,mirnetedge_0145,ko01100
K09590,mirnetedge_0146,ko01100
K09591,mirnetedge_0138,ko01100
K09698,mirnetedge_0483,ko01100
K09722,mirnetedge_0646,ko01100
K09753,mirnetedge_0691,ko01100
K09753,mirnetedge_0692,ko01100
K09753,mirnetedge_0693,ko01100
K09753,mirnetedge_0697,ko01100
K09753,mirnetedge_0712,ko01100
K09753,mirnetedge_0923,ko01100
K09754,mirnetedge_0706,ko01100
K09754,mirnetedge_0707,ko01100
K09755,mirnetedge_0683,ko01100
K09755,mirnetedge_0700,ko01100
K09829,mirnetedge_0328,ko01100
K09831,mirnetedge_0329,ko01100
K09833,mirnetedge_0117,ko01100
K09834,mirnetedge_0119,ko01100
K09834,mirnetedge_0120,ko01100
K09835,mirnetedge_0063,ko01100
K09837,mirnetedge_0031,ko01100
K09838,mirnetedge_0017,ko01100
K09838,mirnetedge_0018,ko01100
K09840,mirnetedge_0023,ko01100
K09840,mirnetedge_0024,ko01100
K09841,mirnetedge_0025,ko01100
K09842,mirnetedge_0026,ko01100
K09844,mirnetedge_0040,ko01100
K09844,mirnetedge_0045,ko01100
K09844,mirnetedge_0046,ko01100
K09844,mirnetedge_0048,ko01100
K09844,mirnetedge_0051,ko01100
K09844,mirnetedge_0057,ko01100
K09845,mirnetedge_0042,ko01100
K09845,mirnetedge_0049,ko01100
K09845,mirnetedge_0052,ko01100
K09846,mirnetedge_0041,ko01100
K09846,mirnetedge_0043,ko01100
K09846,mirnetedge_0050,ko01100
K09846,mirnetedge_0053,ko01100
K09846,mirnetedge_0056,ko01100
K09846,mirnetedge_0058,ko01100
K09847,mirnetedge_0044,ko01100
K09847,mirnetedge_0047,ko01100
K09847,mirnetedge_0054,ko01100
K09847,mirnetedge_0055,ko01100
K09880,mirnetedge_0482,ko01100
K10026,mirnetedge_0744,ko01100
K10027,mirnetedge_0032,ko01100
K10027,mirnetedge_0035,ko01100
K10027,mirnetedge_0036,ko01100
K10027,mirnetedge_0037,ko01100
K10046,mirnetedge_1025,ko01100
K10047,mirnetedge_1017,ko01100
K10187,mirnetedge_0084,ko01100
K10206,mirnetedge_0457,ko01100
K10216,mirnetedge_0233,ko01100
K10216,mirnetedge_0262,ko01100
K10216,mirnetedge_0322,ko01100
K10217,mirnetedge_0235,ko01100
K10217,mirnetedge_0319,ko01100
K10217,mirnetedge_0891,ko01100
K10222,mirnetedge_0209,ko01100
K10222,mirnetedge_0212,ko01100
K10222,mirnetedge_0239,ko01100
K10222,mirnetedge_0258,ko01100
K10222,mirnetedge_0259,ko01100
K10222,mirnetedge_0263,ko01100
K10437,mirnetedge_0914,ko01100
K10525,mirnetedge_1063,ko01100
K10526,mirnetedge_1061,ko01100
K10536,mirnetedge_0542,ko01100
K10676,mirnetedge_0230,ko01100
K10700,mirnetedge_0250,ko01100
K10702,mirnetedge_0246,ko01100
K10717,mirnetedge_0070,ko01100
K10757,mirnetedge_0601,ko01100
K10760,mirnetedge_0072,ko01100
K10775,mirnetedge_0926,ko01100
K10810,mirnetedge_0753,ko01100
K10852,mirnetedge_0444,ko01100
K10960,mirnetedge_0116,ko01100
K11389,mirnetedge_0919,ko01100
K11395,mirnetedge_0997,ko01100
K11395,mirnetedge_1022,ko01100
K11441,mirnetedge_1001,ko01100
K11532,mirnetedge_0362,ko01100
K11693,mirnetedge_1037,ko01100
K11694,mirnetedge_1036,ko01100
K11695,mirnetedge_1035,ko01100
K11816,mirnetedge_0832,ko01100
K11943,mirnetedge_0192,ko01100
K11945,mirnetedge_0194,ko01100
K11946,mirnetedge_0196,ko01100
K11947,mirnetedge_0197,ko01100
K12047,mirnetedge_1046,ko01100
K12251,mirnetedge_0543,ko01100
K12253,mirnetedge_0517,ko01100
K12254,mirnetedge_0516,ko01100
K12446,mirnetedge_1010,ko01100
K12447,mirnetedge_0960,ko01100
K12447,mirnetedge_1011,ko01100
K12448,mirnetedge_0955,ko01100
K12502,mirnetedge_0118,ko01100
K12637,mirnetedge_0141,ko01100
K12637,mirnetedge_0150,ko01100
K12639,mirnetedge_0143,ko01100
K12639,mirnetedge_0152,ko01100
K12640,mirnetedge_0147,ko01100
K12692,mirnetedge_0506,ko01100
K12692,mirnetedge_0507,ko01100
K12693,mirnetedge_0624,ko01100
K12703,mirnetedge_0636,ko01100
K12729,mirnetedge_0778,ko01100
K12730,mirnetedge_0772,ko01100
K12731,mirnetedge_0773,ko01100
K12732,mirnetedge_0913,ko01100
K12743,mirnetedge_0437,ko01100
K12743,mirnetedge_0438,ko01100
K12744,mirnetedge_0441,ko01100
K12745,mirnetedge_0442,ko01100
K12747,mirnetedge_0443,ko01100
K12921,mirnetedge_0103,ko01100
K12922,mirnetedge_0105,ko01100
K12925,mirnetedge_0107,ko01100
K12926,mirnetedge_0108,ko01100
K12927,mirnetedge_0111,ko01100
K12927,mirnetedge_0112,ko01100
K12929,mirnetedge_0090,ko01100
K12930,mirnetedge_0608,ko01100
K13034,mirnetedge_0463,ko01100
K13034,mirnetedge_0464,ko01100
K13035,mirnetedge_0465,ko01100
K13057,mirnetedge_1050,ko01100
K13064,mirnetedge_0717,ko01100
K13065,mirnetedge_0704,ko01100
K13065,mirnetedge_0708,ko01100
K13066,mirnetedge_0682,ko01100
K13066,mirnetedge_0699,ko01100
K13066,mirnetedge_0702,ko01100
K13077,mirnetedge_0715,ko01100
K13082,mirnetedge_0606,ko01100
K13382,mirnetedge_0678,ko01100
K13383,mirnetedge_0677,ko01100
K13384,mirnetedge_0676,ko01100
K13385,mirnetedge_0675,ko01100
K13386,mirnetedge_0674,ko01100
K13391,mirnetedge_0659,ko01100
K13392,mirnetedge_0658,ko01100
K13393,mirnetedge_0657,ko01100
K13394,mirnetedge_0653,ko01100
K13395,mirnetedge_0664,ko01100
K13396,mirnetedge_0665,ko01100
K13400,mirnetedge_0131,ko01100
K13476,mirnetedge_0525,ko01100
K13501,mirnetedge_0824,ko01100
K13600,mirnetedge_0562,ko01100
K13606,mirnetedge_0558,ko01100
K13606,mirnetedge_0560,ko01100
K13609,mirnetedge_0813,ko01100
K13677,mirnetedge_1082,ko01100
K13747,mirnetedge_0524,ko01100
K13786,mirnetedge_0574,ko01100
K13873,mirnetedge_0970,ko01100
K13874,mirnetedge_0969,ko01100
K13875,mirnetedge_0968,ko01100
K13876,mirnetedge_0967,ko01100
K13939,mirnetedge_0725,ko01100
K13939,mirnetedge_0726,ko01100
K13939,mirnetedge_0727,ko01100
K13939,mirnetedge_0728,ko01100
K13939,mirnetedge_0729,ko01100
K14028,mirnetedge_0340,ko01100
K14028,mirnetedge_0388,ko01100
K14039,mirnetedge_0104,ko01100
K14040,mirnetedge_0114,ko01100
K14175,mirnetedge_0082,ko01100
K14177,mirnetedge_0083,ko01100
K14180,mirnetedge_0085,ko01100
K14183,mirnetedge_0086,ko01100
K14184,mirnetedge_0087,ko01100
K14185,mirnetedge_0088,ko01100
K14186,mirnetedge_0081,ko01100
K14190,mirnetedge_1024,ko01100
K14286,mirnetedge_1089,ko01100
K14419,mirnetedge_0877,ko01100
K14421,mirnetedge_0878,ko01100
K14423,mirnetedge_0134,ko01100
K14424,mirnetedge_0132,ko01100
K14481,mirnetedge_0425,ko01100
K14519,mirnetedge_0172,ko01100
K14520,mirnetedge_0404,ko01100
K14534,mirnetedge_0350,ko01100
K14534,mirnetedge_0352,ko01100
K14534,mirnetedge_1101,ko01100
K14579,mirnetedge_0156,ko01100
K14579,mirnetedge_0200,ko01100
K14579,mirnetedge_0205,ko01100
K14582,mirnetedge_0199,ko01100
K14582,mirnetedge_0206,ko01100
K14583,mirnetedge_0201,ko01100
K14584,mirnetedge_0202,ko01100
K14585,mirnetedge_0203,ko01100
K14594,mirnetedge_0019,ko01100
K14594,mirnetedge_0021,ko01100
K14595,mirnetedge_0027,ko01100
K14599,mirnetedge_0158,ko01100
K14599,mirnetedge_0210,ko01100
K14599,mirnetedge_0261,ko01100
K14601,mirnetedge_0159,ko01100
K14602,mirnetedge_0160,ko01100
K14604,mirnetedge_0161,ko01100
K14653,mirnetedge_0739,ko01100
K14654,mirnetedge_0738,ko01100
K14655,mirnetedge_0737,ko01100
K14748,mirnetedge_0251,ko01100
K14751,mirnetedge_0253,ko01100
K14975,mirnetedge_0652,ko01100
K15088,mirnetedge_0078,ko01100
K15096,mirnetedge_0077,ko01100
K15098,mirnetedge_0075,ko01100
K15099,mirnetedge_0125,ko01100
K15232,mirnetedge_0864,ko01100
K15234,mirnetedge_0865,ko01100
K15234,mirnetedge_0866,ko01100
K15237,mirnetedge_0399,ko01100
K15239,mirnetedge_0400,ko01100
K15241,mirnetedge_0182,ko01100
K15241,mirnetedge_0183,ko01100
K15242,mirnetedge_0181,ko01100
K15243,mirnetedge_0291,ko01100
K15245,mirnetedge_0292,ko01100
K15245,mirnetedge_0293,ko01100
K15248,mirnetedge_0175,ko01100
K15252,mirnetedge_0176,ko01100
K15253,mirnetedge_0177,ko01100
K15373,mirnetedge_0797,ko01100
K15398,mirnetedge_1105,ko01100
K15744,mirnetedge_0066,ko01100
K15745,mirnetedge_0059,ko01100
K15749,mirnetedge_0211,ko01100
K15749,mirnetedge_0260,ko01100
K15751,mirnetedge_0247,ko01100
K15754,mirnetedge_0248,ko01100
K15756,mirnetedge_0249,ko01100
K15757,mirnetedge_0240,ko01100
K15757,mirnetedge_0290,ko01100
K15757,mirnetedge_0313,ko01100
K15760,mirnetedge_0310,ko01100
K15766,mirnetedge_0312,ko01100
K15783,mirnetedge_0445,ko01100
K15784,mirnetedge_0446,ko01100
K15982,mirnetedge_0225,ko01100
K16047,mirnetedge_0227,ko01100
K16049,mirnetedge_0228,ko01100
K16050,mirnetedge_0229,ko01100
K16050,mirnetedge_0323,ko01100
K16066,mirnetedge_0861,ko01100
K16157,mirnetedge_0339,ko01100
K16190,mirnetedge_0961,ko01100
K16249,mirnetedge_0284,ko01100
K16249,mirnetedge_0285,ko01100
K16593,mirnetedge_0494,ko01100
K17103,mirnetedge_1075,ko01100
K17738,mirnetedge_0949,ko01100
K17819,mirnetedge_0062,ko01100
K17841,mirnetedge_0060,ko01100
K17842,mirnetedge_0061,ko01100
K18010,mirnetedge_0557,ko01100
K18067,mirnetedge_0162,ko01100
K18074,mirnetedge_0297,ko01100
K18076,mirnetedge_0298,ko01100
K18092,mirnetedge_0254,ko01100
K18092,mirnetedge_0255,ko01100
K18102,mirnetedge_0989,ko01100
K18103,mirnetedge_0991,ko01100
K18106,mirnetedge_0990,ko01100
K18118,mirnetedge_0385,ko01100
K18119,mirnetedge_0384,ko01100
K18124,mirnetedge_1007,ko01100
K18153,mirnetedge_0551,ko01100
K18257,mirnetedge_0193,ko01100
K18292,mirnetedge_0857,ko01100
K18312,mirnetedge_0426,ko01100
K18364,mirnetedge_0411,ko01100
K18365,mirnetedge_0412,ko01100
K18365,mirnetedge_0413,ko01100
K18368,mirnetedge_0705,ko01100
K18383,mirnetedge_0688,ko01100
K18383,mirnetedge_0689,ko01100
K18385,mirnetedge_0091,ko01100
K18386,mirnetedge_0092,ko01100
K18386,mirnetedge_0094,ko01100
K18387,mirnetedge_0093,ko01100
K18387,mirnetedge_0095,ko01100
K18800,mirnetedge_0610,ko01100
K19002,mirnetedge_1083,ko01100
K19005,mirnetedge_1081,ko01100
K19064,mirnetedge_0811,ko01100
K19412,mirnetedge_0469,ko01100
K19412,mirnetedge_0476,ko01100
K15745,2234,ko01110
K10027,2234,ko01110
K13083,2045,ko01110
K06126,2348,ko01110
K06127,2349,ko01110
K06134,2350,ko01110
K03186,2363,ko01110
K03182,2363,ko01110
K03186,2354,ko01110
K03182,2354,ko01110
K18800,2355,ko01110
K00568,2356,ko01110
K03185,2357,ko01110
K03183,2358,ko01110
K03183,2383,ko01110
K05350,2009,ko01110
K05349,2009,ko01110
K01188,2009,ko01110
K06125,2370,ko01110
K06125,2371,ko01110
K03179,2370,ko01110
K03179,2371,ko01110
K05277,2064,ko01110
K05277,2065,ko01110
K13082,2059,ko01110
K00475,2050,ko01110
K00053,2405,ko01110
K00053,2404,ko01110
K01687,2406,ko01110
K00053,2390,ko01110
K04121,2215,ko01110
K13383,2076,ko01110
K13394,2096,ko01110
K14976,2095,ko01110
K14975,2089,ko01110
K10106,2606,ko01110
K13388,2084,ko01110
K13386,2083,ko01110
K13383,2082,ko01110
K17841,2240,ko01110
K14606,2240,ko01110
K06443,2240,ko01110
K14605,2240,ko01110
K19177,2494,ko01110
K11778,2494,ko01110
K01885,2318,ko01110
K14163,2318,ko01110
K00568,2360,ko01110
K03179,2352,ko01110
K03179,2353,ko01110
K06125,2346,ko01110
K06125,2345,ko01110
K02548,2382,ko01110
K02548,2381,ko01110
K08099,2413,ko01110
K04040,2413,ko01110
K12509,2153,ko01110
K00991,2153,ko01110
K00919,2154,ko01110
K01662,2151,ko01110
K01662,2150,ko01110
K12506,2155,ko01110
K01770,2155,ko01110
K00099,2152,ko01110
K10814,2766,ko01110
K10815,2766,ko01110
K10816,2766,ko01110
K13029,2500,ko01110
K05917,2169,ko01110
K13385,2078,ko01110
K08241,2720,ko01110
K07384,2191,ko01110
K07384,2308,ko01110
K18383,2486,ko01110
K18383,2487,ko01110
K08242,2176,ko01110
K01004,2702,ko01110
K08233,2301,ko01110
K13400,2408,ko01110
K12699,2303,ko01110
K12694,2302,ko01110
K03527,2687,ko01110
K12466,2676,ko01110
K15096,2310,ko01110
K03184,2359,ko01110
K04035,2328,ko01110
K04034,2328,ko01110
K04034,2329,ko01110
K04035,2329,ko01110
K04035,2330,ko01110
K04034,2330,ko01110
K04036,2334,ko01110
K19073,2334,ko01110
K19073,2332,ko01110
K00218,2331,ko01110
K04122,2216,ko01110
K04122,2217,ko01110
K04122,2218,ko01110
K04123,2219,ko01110
K04123,2220,ko01110
K04123,2221,ko01110
K12927,2206,ko01110
K14041,2206,ko01110
K14042,2206,ko01110
K18113,2206,ko01110
K12927,2207,ko01110
K14041,2472,ko01110
K14041,2473,ko01110
K14041,2474,ko01110
K12921,2209,ko01110
K14039,2210,ko01110
K12922,2211,ko01110
K12925,2212,ko01110
K12926,2213,ko01110
K12928,2476,ko01110
K14043,2476,ko01110
K12928,2479,ko01110
K05282,2222,ko01110
K05282,2223,ko01110
K12918,2225,ko01110
K12918,2226,ko01110
K05282,2224,ko01110
K12918,2227,ko01110
K04124,2228,ko01110
K14040,2455,ko01110
K15091,2679,ko01110
K15092,2680,ko01110
K15092,2684,ko01110
K07385,2193,ko01110
K18108,2193,ko01110
K07385,2675,ko01110
K00806,2435,ko01110
K15815,2525,ko01110
K15816,2525,ko01110
K15815,2434,ko01110
K15813,2434,ko01110
K14182,2437,ko01110
K13081,2061,ko01110
K13081,2062,ko01110
K12930,2471,ko01110
K05280,2052,ko01110
K13083,2052,ko01110
K05280,2055,ko01110
K13083,2055,ko01110
K08695,2440,ko01110
K08695,2441,ko01110
K08695,2442,ko01110
K01859,2138,ko01110
K13260,2108,ko01110
K05281,2109,ko01110
K13259,2107,ko01110
K08243,2137,ko01110
K00660,2137,ko01110
K09753,2030,ko01110
K00083,2031,ko01110
K00083,2012,ko01110
K09755,2032,ko01110
K09755,2033,ko01110
K13066,2025,ko01110
K13066,2026,ko01110
K13066,2039,ko01110
K13066,2040,ko01110
K00588,2038,ko01110
K09754,2013,ko01110
K09754,2015,ko01110
K01904,2029,ko01110
K04781,2422,ko01110
K04782,2422,ko01110
K10757,2102,ko01110
K13081,2060,ko01110
K12919,2229,ko01110
K00276,2136,ko01110
K13258,2104,ko01110
K03183,2384,ko01110
K09838,2244,ko01110
K09838,2456,ko01110
K14594,2511,ko01110
K09840,2512,ko01110
K09840,2249,ko01110
K09841,2246,ko01110
K09842,2247,ko01110
K06443,2236,ko01110
K06444,2235,ko01110
K09839,2457,ko01110
K09839,2245,ko01110
K13027,2499,ko01110
K05933,2431,ko01110
K03527,2661,ko01110
K05928,2463,ko01110
K12644,2433,ko01110
K12073,2380,ko01110
K19222,2380,ko01110
K01661,2379,ko01110
K06125,2361,ko01110
K06125,2362,ko01110
K02858,2746,ko01110
K14652,2746,ko01110
K13258,2106,ko01110
K06045,2163,ko01110
K13223,2140,ko01110
K01589,2256,ko01110
K01588,2257,ko01110
K02257,2689,ko01110
K02301,2689,ko01110
K02259,2337,ko01110
K13224,2141,ko01110
K13225,2142,ko01110
K13226,2143,ko01110
K09591,2182,ko01110
K09587,2185,ko01110
K12637,2186,ko01110
K12638,2186,ko01110
K13065,2017,ko01110
K13065,2016,ko01110
K00083,2005,ko01110
K09755,2028,ko01110
K09589,2187,ko01110
K12639,2507,ko01110
K09587,2507,ko01110
K09588,2508,ko01110
K09591,2509,ko01110
K12638,2183,ko01110
K12637,2183,ko01110
K09589,2184,ko01110
K12640,2189,ko01110
K09590,2189,ko01110
K12640,2454,ko01110
K09590,2454,ko01110
K09587,2688,ko01110
K12639,2188,ko01110
K12640,2190,ko01110
K00559,2166,ko01110
K14423,2167,ko01110
K00222,2170,ko01110
K01824,2171,ko01110
K14424,2177,ko01110
K00227,2178,ko01110
K00213,2179,ko01110
K09828,2180,ko01110
K09832,2181,ko01110
K14424,2172,ko01110
K00227,2173,ko01110
K00213,2174,ko01110
K09828,2175,ko01110
K09833,2460,ko01110
K18534,2461,ko01110
K12502,2461,ko01110
K09834,2462,ko01110
K09834,2464,ko01110
K05928,2465,ko01110
K09835,2538,ko01110
K15746,2237,ko01110
K15747,2237,ko01110
K09837,2238,ko01110
K15747,2242,ko01110
K15746,2242,ko01110
K02294,2242,ko01110
K15746,2243,ko01110
K15747,2243,ko01110
K02294,2243,ko01110
K14595,2248,ko01110
K10206,2133,ko01110
K14178,2204,ko01110
K15086,2515,ko01110
K15087,2311,ko01110
K15803,2200,ko01110
K10187,2200,ko01110
K14179,2436,ko01110
K10047,2743,ko01110
K18649,2743,ko01110
K00064,2744,ko01110
K17744,2744,ko01110
K14190,2742,ko01110
K13267,2113,ko01110
K13257,2114,ko01110
K13265,2110,ko01110
K13260,2111,ko01110
K05281,2112,ko01110
K13257,2139,ko01110
K13257,2103,ko01110
K12638,2510,ko01110
K12637,2510,ko01110
K10156,2521,ko01110
K06444,2239,ko01110
K01047,2705,ko01110
K16342,2705,ko01110
K16343,2705,ko01110
K14621,2705,ko01110
K14674,2705,ko01110
K16817,2705,ko01110
K01058,2705,ko01110
K16818,2705,ko01110
K10226,2721,ko01110
K01723,2707,ko01110
K00454,2722,ko01110
K01723,2725,ko01110
K10528,2724,ko01110
K10528,2723,ko01110
K00454,2706,ko01110
K10528,2726,ko01110
K10528,2727,ko01110
K10526,2710,ko01110
K00232,2711,ko01110
K10527,2712,ko01110
K00632,2713,ko01110
K07513,2713,ko01110
K00232,2714,ko01110
K10527,2715,ko01110
K00632,2716,ko01110
K07513,2716,ko01110
K00232,2717,ko01110
K10527,2718,ko01110
K00632,2719,ko01110
K07513,2719,ko01110
K12729,2266,ko01110
K12731,2267,ko01110
K12730,2267,ko01110
K12731,2268,ko01110
K07409,2269,ko01110
K00622,2270,ko01110
K00106,2271,ko01110
K10760,2305,ko01110
K10760,2306,ko01110
K10717,2160,ko01110
K10717,2670,ko01110
K13493,2673,ko01110
K13496,2671,ko01110
K11812,2502,ko01110
K11813,2502,ko01110
K11820,2505,ko01110
K02551,2375,ko01110
K14759,2375,ko01110
K14759,2376,ko01110
K08680,2376,ko01110
K11821,2506,ko01110
K11818,2503,ko01110
K11819,2504,ko01110
K12742,2438,ko01110
K13600,2458,ko01110
K13600,2417,ko01110
K14177,2199,ko01110
K14186,2205,ko01110
K15808,2203,ko01110
K14184,2203,ko01110
K16306,2598,ko01110
K16306,2597,ko01110
K11646,2599,ko01110
K11783,2614,ko01110
K11784,2615,ko01110
K11785,2616,ko01110
K15741,2278,ko01110
K11258,2403,ko01110
K01652,2403,ko01110
K01653,2403,ko01110
K11819,2387,ko01110
K13401,2398,ko01110
K12154,2279,ko01110
K12156,2280,ko01110
K11819,2281,ko01110
K11820,2282,ko01110
K03526,2660,ko01110
K14173,2198,ko01110
K15793,2197,ko01110
K18800,2364,ko01110
K00568,2365,ko01110
K00591,2373,ko01110
K03185,2366,ko01110
K06126,2366,ko01110
K03183,2367,ko01110
K06127,2367,ko01110
K03184,2368,ko01110
K06134,2368,ko01110
K00591,2369,ko01110
K00568,2369,ko01110
K15099,2195,ko01110
K13389,2086,ko01110
K13233,2066,ko01110
K13233,2067,ko01110
K17211,2068,ko01110
K17211,2601,ko01110
K13234,2601,ko01110
K17211,2602,ko01110
K17211,2069,ko01110
K13234,2069,ko01110
K00487,2008,ko01110
K15774,2283,ko01110
K13606,2418,ko01110
K13070,2478,ko01110
K13071,2419,ko01110
K15093,2683,ko01110
K13544,2420,ko01110
K13545,2421,ko01110
K13565,2341,ko01110
K13565,2342,ko01110
K04040,2416,ko01110
K08099,2416,ko01110
K13606,2415,ko01110
K18010,2414,ko01110
K14042,2475,ko01110
K14044,2480,ko01110
K14045,2481,ko01110
K14046,2477,ko01110
K14036,2483,ko01110
K14037,2484,ko01110
K14038,2485,ko01110
K14047,2482,ko01110
K14176,2520,ko01110
